Id,Label
410,-1
411,0
412,0
413,0
414,1
415,0
416,0
417,1
418,-1
419,0
420,0
421,0
422,0
423,1
424,1
425,0
426,-1
427,0
428,0
429,1
430,0
431,0
432,0
433,0
434,-1
435,0
436,-1
437,1
438,0
439,0
440,0
441,-1
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,1
450,-1
451,0
452,0
453,1
454,0
455,0
456,0
457,1
458,0
459,0
460,1
461,0
462,0
463,1
464,0
465,1
466,1
467,0
468,0
469,1
470,0
471,0
472,1
473,0
474,1
475,0
476,0
477,0
478,0
479,0
480,0
481,-1
482,1
483,0
484,0
485,0
486,-1
487,0
488,0
489,-1
490,0
491,1
492,0
493,0
494,0
495,0
496,1
497,0
498,1
499,0
500,1
501,1
502,0
503,1
504,0
505,0
506,0
507,0
508,0
509,1
510,0
511,0
512,0
513,1
514,1
515,0
516,0
517,-1
518,-1
519,0
520,0
521,0
522,-1
523,1
524,0
525,0
526,-1
527,-1
528,0
529,1
530,0
531,0
532,-1
533,1
534,0
535,-1
536,0
537,-1
538,0
539,0
540,-1
541,-1
542,1
543,0
544,1
545,0
546,0
547,0
548,0
549,0
550,0
551,1
552,0
553,1
554,0
555,1
556,0
557,1
558,1
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,1
568,0
569,1
570,0
571,1
572,-1
573,0
574,0
575,0
576,0
577,0
578,-1
579,0
580,0
581,0
582,0
583,0
584,0
585,0
586,1
587,-1
588,0
589,1
590,0
591,0
592,0
593,1
594,0
595,0
596,0
597,1
598,-1
599,0
600,1
601,0
602,0
603,0
604,0
605,0
606,1
607,0
608,0
609,0
610,1
611,1
612,0
613,0
614,0
615,0
616,0
617,1
618,0
619,0
620,-1
621,1
622,0
623,1
624,0
625,0
626,-1
627,0
628,0
629,1
630,0
631,1
632,0
633,0
634,-1
635,0
636,0
637,1
638,0
639,0
640,0
641,-1
642,0
643,1
644,-1
645,1
646,-1
647,0
648,1
649,0
650,0
651,0
652,0
653,0
654,0
655,1
656,0
657,0
658,0
659,-1
660,0
661,1
662,0
663,0
664,0
665,0
666,1
667,0
668,0
669,0
670,0
671,1
672,0
673,0
674,0
675,0
676,1
677,0
678,-1
679,0
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,1
688,0
689,0
690,0
691,-1
692,0
693,-1
694,0
695,0
696,0
697,0
698,1
699,0
700,-1
701,0
702,0
703,0
704,0
705,0
706,0
707,0
708,1
709,-1
710,1
711,0
712,-1
713,1
714,-1
715,0
716,0
717,0
718,0
719,-1
720,0
721,0
722,1
723,-1
724,1
725,0
726,0
727,1
728,1
729,0
730,0
731,0
732,0
733,0
734,1
735,0
736,0
737,1
738,0
739,1
740,-1
741,-1
742,0
743,1
744,0
745,1
746,0
747,1
748,1
749,0
750,0
751,1
752,0
753,0
754,0
755,0
756,0
757,-1
758,0
759,0
760,1
761,-1
762,0
763,-1
764,0
765,0
766,0
767,0
768,0
769,0
770,0
771,-1
772,0
773,0
774,0
775,0
776,1
777,1
778,1
779,1
780,1
781,0
782,1
783,0
784,0
785,0
786,0
787,1
788,0
789,-1
790,-1
791,0
792,1
793,1
794,0
795,0
796,-1
797,0
798,0
799,1
800,1
801,1
802,0
803,1
804,1
805,0
806,-1
807,0
808,1
809,1
810,1
811,1
812,0
813,0
814,1
815,0
816,0
817,0
818,0
819,0
820,1
821,0
822,0
823,-1
824,0
825,0
826,0
827,0
828,0
829,1
830,0
831,0
832,0
833,1
834,0
835,0
836,0
837,1
838,1
839,0
840,1
841,-1
842,0
843,0
844,0
845,0
846,1
847,0
848,0
849,-1
850,0
851,0
852,0
853,0
854,1
855,1
856,0
857,1
858,0
859,0
860,0
861,-1
862,-1
863,0
864,0
865,1
866,1
867,1
868,1
869,0
870,0
871,-1
872,1
873,0
874,-1
875,0
876,0
877,0
878,0
879,0
880,-1
881,0
882,0
883,0
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,1
892,-1
893,0
894,0
895,0
896,0
897,0
898,1
899,0
900,1
901,-1
902,0
903,0
904,0
905,1
906,0
907,0
908,1
909,0
910,1
911,0
912,0
913,1
914,0
915,1
916,0
917,1
918,0
919,0
920,-1
921,0
922,0
923,0
924,1
925,0
926,0
927,-1
928,0
929,0
930,1
931,0
932,0
933,0
934,0
935,-1
936,1
937,1
938,0
939,1
940,0
941,0
942,0
943,-1
944,1
945,0
946,0
947,0
948,0
949,0
950,0
951,0
952,-1
953,0
954,1
955,0
956,0
957,0
958,0
959,0
960,0
961,-1
962,1
963,0
964,0
965,1
966,0
967,0
968,0
969,0
970,0
971,1
972,1
973,0
974,-1
975,0
976,-1
977,0
978,0
979,0
980,1
981,1
982,0
983,0
984,-1
985,0
986,0
987,0
988,0
989,0
990,1
991,0
992,1
993,1
994,-1
995,0
996,0
997,0
998,0
999,0
1000,0
1001,0
1002,1
1003,1
1004,-1
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,-1
1012,0
1013,1
1014,0
1015,0
1016,1
1017,0
1018,0
1019,-1
1020,1
1021,1
1022,0
1023,1
1024,1
1025,0
1026,0
1027,0
1028,-1
1029,1
1030,0
1031,-1
1032,0
1033,1
1034,0
1035,0
1036,1
1037,0
1038,0
1039,0
1040,0
1041,0
1042,0
1043,0
1044,1
1045,0
1046,0
1047,1
1048,0
1049,0
1050,-1
1051,0
1052,0
1053,0
1054,0
1055,1
1056,0
1057,-1
1058,0
1059,0
1060,-1
1061,0
1062,0
1063,0
1064,1
1065,0
1066,0
1067,1
1068,0
1069,1
1070,0
1071,0
1072,0
1073,-1
1074,0
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
1081,0
1082,0
1083,1
1084,-1
1085,0
1086,0
1087,0
1088,0
1089,0
1090,0
1091,0
1092,0
1093,1
1094,-1
1095,0
1096,0
1097,0
1098,1
1099,1
1100,0
1101,1
1102,1
1103,0
1104,0
1105,0
1106,1
1107,0
1108,-1
1109,0
1110,0
1111,0
1112,0
1113,0
1114,0
1115,1
1116,1
1117,1
1118,0
1119,0
1120,0
1121,1
1122,0
1123,-1
1124,0
1125,1
1126,0
1127,0
1128,0
1129,-1
1130,0
1131,0
1132,0
1133,0
1134,0
1135,1
1136,0
1137,0
1138,0
1139,-1
1140,0
1141,1
1142,-1
1143,1
1144,1
1145,0
1146,0
1147,1
1148,-1
1149,0
1150,0
1151,0
1152,-1
1153,1
1154,1
1155,0
1156,0
1157,0
1158,0
1159,1
1160,1
1161,0
1162,1
1163,0
1164,1
1165,-1
1166,0
1167,-1
1168,1
1169,-1
1170,-1
1171,1
1172,1
1173,0
1174,0
1175,-1
1176,1
1177,-1
1178,0
1179,0
1180,1
1181,0
1182,1
1183,0
1184,1
1185,-1
1186,-1
1187,1
1188,1
1189,0
1190,0
1191,1
1192,0
1193,1
1194,0
1195,0
1196,0
1197,0
1198,0
1199,-1
1200,1
1201,0
1202,0
1203,1
1204,0
1205,1
1206,1
1207,-1
1208,0
1209,-1
1210,0
1211,1
1212,0
1213,0
1214,0
1215,0
1216,1
1217,1
1218,0
1219,0
1220,1
1221,-1
1222,1
1223,-1
1224,1
1225,1
1226,0
1227,0
1228,0
1229,1
1230,0
1231,0
1232,1
1233,0
1234,1
1235,1
1236,0
1237,0
1238,0
1239,0
1240,-1
1241,-1
1242,1
1243,0
1244,0
1245,0
1246,-1
1247,1
1248,1
1249,0
1250,1
1251,1
1252,-1
1253,1
1254,1
1255,0
1256,0
1257,0
1258,0
1259,0
1260,0
1261,0
1262,0
1263,1
1264,-1
1265,1
1266,1
1267,0
1268,0
1269,-1
1270,0
1271,-1
1272,0
1273,1
1274,0
1275,0
1276,0
1277,0
1278,0
1279,0
1280,1
1281,0
1282,1
1283,0
1284,0
1285,0
1286,0
1287,0
1288,0
1289,0
1290,0
1291,0
1292,0
1293,0
1294,0
1295,0
1296,1
1297,0
1298,-1
1299,0
1300,-1
1301,0
1302,0
1303,0
1304,0
1305,-1
1306,-1
1307,0
1308,-1
1309,0
1310,0
1311,-1
1312,0
1313,0
1314,0
1315,0
1316,0
1317,0
1318,-1
1319,0
1320,0
1321,0
1322,0
1323,0
1324,0
1325,0
1326,0
1327,0
1328,0
1329,0
1330,0
1331,0
1332,0
1333,1
1334,1
1335,0
1336,-1
1337,1
1338,-1
1339,-1
1340,-1
1341,0
1342,0
1343,1
1344,0
1345,1
1346,1
1347,1
1348,0
1349,1
1350,0
1351,0
1352,0
1353,0
1354,0
1355,-1
1356,1
1357,0
1358,0
1359,0
1360,1
1361,0
1362,0
1363,0
1364,-1
1365,1
1366,1
1367,1
1368,1
1369,0
1370,1
1371,-1
1372,0
1373,0
1374,0
1375,1
1376,0
1377,0
1378,0
1379,1
1380,0
1381,0
1382,1
1383,0
1384,0
1385,0
1386,0
1387,-1
1388,0
1389,0
1390,0
1391,0
1392,1
1393,1
1394,0
1395,0
1396,0
1397,0
1398,0
1399,-1
1400,1
1401,0
1402,0
1403,0
1404,0
1405,0
1406,-1
1407,0
1408,0
1409,-1
1410,0
1411,0
1412,0
1413,0
1414,-1
1415,1
1416,1
1417,1
1418,0
1419,0
1420,0
1421,0
1422,0
1423,-1
1424,0
1425,1
1426,0
1427,-1
1428,0
1429,0
1430,-1
1431,0
1432,1
1433,0
1434,0
1435,0
1436,0
1437,0
1438,-1
1439,0
1440,0
1441,0
1442,0
1443,0
1444,-1
1445,0
1446,0
1447,1
1448,0
1449,0
1450,0
1451,0
1452,0
1453,0
1454,0
1455,1
1456,-1
1457,0
1458,1
1459,0
1460,0
1461,1
1462,0
1463,0
1464,-1
1465,-1
1466,0
1467,0
1468,-1
1469,0
1470,0
1471,1
1472,0
1473,0
1474,0
1475,0
1476,0
1477,1
1478,-1
1479,1
1480,1
1481,0
1482,0
1483,0
1484,0
1485,0
1486,0
1487,0
1488,0
1489,0
1490,0
1491,0
1492,-1
1493,0
1494,0
1495,1
1496,1
1497,-1
1498,0
1499,0
1500,-1
1501,0
1502,1
1503,1
1504,0
1505,0
1506,0
1507,0
1508,-1
1509,0
1510,0
1511,0
1512,0
1513,0
1514,-1
1515,0
1516,1
1517,0
1518,0
1519,1
1520,1
1521,0
1522,1
1523,1
1524,0
1525,0
1526,-1
1527,1
1528,0
1529,1
1530,0
1531,0
1532,0
1533,-1
1534,0
1535,1
1536,1
1537,-1
1538,0
1539,1
1540,1
1541,1
1542,0
1543,1
1544,1
1545,0
1546,0
1547,0
1548,0
1549,0
1550,1
1551,0
1552,0
1553,1
1554,0
1555,0
1556,0
1557,0
1558,0
1559,0
1560,0
1561,0
1562,0
1563,1
1564,0
1565,0
1566,0
1567,1
1568,0
1569,0
1570,0
1571,0
1572,0
1573,0
1574,0
1575,0
1576,0
1577,-1
1578,0
1579,0
1580,0
1581,1
1582,-1
1583,0
1584,0
1585,0
1586,0
1587,1
1588,-1
1589,1
1590,1
1591,-1
1592,0
1593,-1
1594,-1
1595,0
1596,1
1597,0
1598,1
1599,-1
1600,1
1601,1
1602,1
1603,0
1604,-1
1605,1
1606,1
1607,0
1608,0
1609,0
1610,0
1611,1
1612,0
1613,0
1614,0
1615,1
1616,0
1617,0
1618,0
1619,-1
1620,-1
1621,1
1622,1
1623,0
1624,0
1625,0
1626,0
1627,0
1628,0
1629,1
1630,-1
1631,1
1632,1
1633,0
1634,0
1635,0
1636,1
1637,0
1638,1
1639,-1
1640,0
1641,0
1642,1
1643,0
1644,0
1645,0
1646,0
1647,1
1648,1
1649,1
1650,-1
1651,0
1652,1
1653,1
1654,0
1655,1
1656,-1
1657,1
1658,0
1659,1
1660,-1
1661,0
1662,0
1663,1
1664,1
1665,-1
1666,0
1667,0
1668,-1
1669,0
1670,0
1671,0
1672,-1
1673,0
1674,0
1675,0
1676,0
1677,0
1678,-1
1679,0
1680,0
1681,1
1682,1
1683,-1
1684,-1
1685,0
1686,-1
1687,0
1688,0
1689,0
1690,1
1691,0
1692,0
1693,0
1694,0
1695,1
1696,-1
1697,0
1698,0
1699,0
1700,0
1701,0
1702,0
1703,1
1704,1
1705,-1
1706,-1
1707,1
1708,0
1709,0
1710,0
1711,1
1712,1
1713,0
1714,0
1715,1
1716,1
1717,0
1718,-1
1719,0
1720,0
1721,0
1722,0
1723,0
1724,0
1725,-1
1726,0
1727,0
1728,0
1729,-1
1730,1
1731,1
1732,1
1733,1
1734,0
1735,0
1736,0
1737,1
